family,exp_ev_ia,exp_ev_upd,bat_med,bat_shape,bat_scale,cure_frac,unc_med,unc_shape,unc_scale,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
cure,60.66252734051545,71.43709539108707,17.5,0.6,32.235094442337804,0.5,11.0,1.75,13.562806463282776,1000,458,376,376,0.376,1.0,0.0,0.4917665895273628,0.898936170212766,0.898936170212766,83.54863652984501,68.63451990436316,107.42334584692063,0.5999102888210028,1.9580151321363477,22.0,33.0
cure,60.83915185697711,71.64296967945474,17.5,0.9999999999999999,25.247163215556863,0.6000000000000001,6.0,1.75,7.397894434517878,1000,469,376,376,0.376,1.0,0.0,0.35996579966070674,1.0,1.0,75.44828235724665,66.08002843980769,90.12703148230612,0.6053432526423379,1.9397029851201109,16.0,38.0
cure,60.857559708427516,71.1632014577696,15.0,0.7999999999999999,23.7169824789905,0.6000000000000001,7.0,1.25,9.385073348586817,1000,483,375,375,0.375,1.0,0.0,0.3622330703416259,1.0,1.0,77.29685058543193,66.77044878666568,96.81671053630923,0.5315264574791986,2.4305110529296705,17.0,37.0
cure,60.41056852406632,71.82609862509794,16.0,0.7999999999999999,25.29811464425653,0.4,11.0,0.5,22.895058791061686,1000,479,375,375,0.375,1.0,0.0,0.4244433083325938,0.9786666666666667,0.9786666666666667,71.93892510728581,65.2141864450442,81.88759845681416,0.5522474042594439,2.283083962416551,17.0,37.0
cure,60.33195817370441,71.04061835397543,16.5,0.8999999999999999,24.793882747335115,0.6000000000000001,5.0,1.0,7.213475204444817,1000,457,375,375,0.375,1.0,0.0,0.36927889923412793,1.0,1.0,76.99245221806251,65.91652749051198,91.38267398223586,0.5940057094508259,1.9872700282833216,17.0,38.0
cure,59.43629566015522,71.03019172756778,18.0,0.9999999999999999,25.968510736001345,0.6000000000000001,8.0,2.0,9.608979270291599,1000,476,375,375,0.375,1.0,0.0,0.37021586145495616,1.0,1.0,73.9688541061056,65.7487776182127,88.73309328549387,0.5936729971239592,2.0181017240876846,17.0,37.0
cure,60.96816093338224,72.37989149749433,15.5,0.7999999999999999,24.507548561623512,0.4,11.0,0.5,22.895058791061686,1000,469,374,374,0.374,1.0,0.0,0.44459083031653457,0.9759358288770054,0.9759358288770054,70.7313863562197,64.8642810854784,80.94638273000085,0.5666699104588248,2.172854835160609,18.0,37.0
cure,61.2707626323185,72.44916768421854,15.5,1.0999999999999999,21.628969314509277,0.65,4.0,1.25,5.362899056335324,1000,506,374,374,0.374,1.0,0.0,0.29649786148141555,1.0,1.0,73.3850196912847,65.68029469578885,86.00695006601646,0.5287613256409434,2.482696697813865,13.0,41.0
cure,61.41977084193415,72.45944499605669,15.5,1.0999999999999999,21.628969314509277,0.65,5.0,1.75,6.164912028764898,1000,496,374,374,0.374,1.0,0.0,0.2913023905675425,1.0,1.0,73.39749584813009,65.91522093231134,86.73782492269294,0.5200095291496005,2.5038539414898056,14.0,41.0
cure,60.628323602284226,71.9234843146059,16.0,0.7,27.009228631897898,0.2,24.0,0.5,49.95285554413459,1000,491,374,374,0.374,1.0,0.0,0.5061589865583719,0.893048128342246,0.893048128342246,70.24410616835263,64.38927793866188,79.87838758593466,0.5836083941651978,2.0911805447176715,19.0,35.0
cure,61.31226879852507,71.7323542946738,16.0,0.7,27.009228631897898,0.55,10.0,2.0,12.011224087864498,1000,452,374,374,0.374,1.0,0.0,0.41673594933772157,0.9866310160427807,0.9866310160427807,81.12648335536326,68.7200031228898,100.23813871222163,0.5627187164743721,2.2212469226565403,20.0,35.0
